study,id,date,sessionID,startTime,endTime,timeToComplete,Remove,country,sourceIP(hash with salt),ageGroup6,ageGroup6Text,ageGroup3,ageGroup3Text,sex,previousVote,intendReferendumVote,ethnicity,religion,privacy,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,expType,adp1,adp1_num,adpRiskyChoice,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,RWAScore
study3,61,20160430,e489310015a437170511f618923f6d60,04/30/2016 8:35,04/30/2016 8:44,9,Keep,GB,31a7d42857c851dc6c62d077b4cc20d44cb14516e18de4a1e182b7e15655db9b,2,Age 25-34,1,18_to_34,Male,LibDem,Remain,a,1,4,1,2,3,1,3,4,2,3,4,1,2,1,3,4,A,b,2,1,6,1,8,1,2,3,3,1,2,3,2,3,3,3,2,2,7,1,3,9,1,2,61
study3,62,20160430,1b8bba17d3eaf589721d733b58e98401,04/30/2016 8:35,04/30/2016 8:46,11,Keep,GB,2475e0dfc31a2088201166d952af08cc29803d8932c0f204f29adfc27193c647,5,Age 55-64,3,55_and_over,Male,UKIP,Leave,a,5,3,5,5,5,5,5,5,5,5,5,4,3,1,1,4,B,b,2,1,2,9,1,7,2,5,3,9,2,9,3,9,9,9,8,9,8,9,6,8,9,1,126
study3,63,20160430,35d4ba37200ca3b8b6f726d28a377638,04/30/2016 8:39,04/30/2016 8:47,8,Keep,FR,a3fa56a75c48fb08d5373263059dfdfc647fcdd73e514d1ef97ee3be7c933163,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,A,a,1,0,3,1,9,1,1,1,2,2,2,6,2,5,2,8,2,1,9,1,1,2,2,2,61
study3,64,20160430,cf4002a4100a9f2fc5aaf64253d1597c,04/30/2016 8:42,04/30/2016 8:47,5,Keep,GB,9b4b14be13d99c94e2050c4c4ce209ac7727c02dabee152f21e4d1fdea9d0cc7,5,Age 55-64,3,55_and_over,Male,SNP,Leave,a,5,1,2,3,5,2,4,4,4,4,5,3,3,1,3,3,B,b,2,1,9,1,8,2,2,2,1,3,2,1,1,7,3,2,2,1,2,2,1,2,3,1,48
study3,65,20160430,ca581fea71bb0dc479a9785952c0cbdf,04/30/2016 8:52,04/30/2016 8:59,7,Keep,GB,ae0fcad0b62fb26e3d7b85cc2437caf1f47564ec5f2777cd1a03a92486210fe4,4,Age 45-54,2,35_to_54,Male,UKIP,Leave,a,4,5,5,5,5,5,5,5,5,5,5,1,3,1,4,5,A,a,1,0,3,1,1,1,1,3,9,2,1,5,2,7,3,5,6,3,7,1,6,3,3,3,72
study3,66,20160430,d22e58ea79f169a2cd6d4841e30bb059,04/30/2016 8:49,04/30/2016 9:00,11,Keep,GB,0ce10eb73651d55b7a5e7d9a806684ef7a626d1eb3abdda7b16e63d635eb27a4,2,Age 25-34,1,18_to_34,Male,Green,Leave,a,1,2,3,4,4,2,4,3,4,4,4,2,3,1,1,3,A,b,2,1,2,1,9,1,1,3,2,7,2,2,1,4,2,2,2,2,2,1,2,1,1,2,49
study3,67,20160430,f3f8f7fe63faca473142f81305c3ff9c,04/30/2016 8:58,04/30/2016 9:07,9,Keep,GB,d217c712864b47cfdad2495697a6417bfbf57d599439650987b98a03c5ac9693,5,Age 55-64,3,55_and_over,Male,UKIP,Leave,a,3,5,5,5,5,3,5,2,1,5,5,5,5,3,1,5,A,a,1,0,1,1,1,1,1,1,9,1,1,9,2,8,2,9,2,5,8,1,9,1,2,7,80
study3,68,20160430,da1a82485b149d00ff60eb6e6b9fd25b,04/30/2016 8:59,04/30/2016 9:09,10,Keep,GB,0bcb2aaa92d438c2891286f89d0cd48bd7c02f5d00a851c0231b4517b0728171,2,Age 25-34,1,18_to_34,Male,LibDem,Remain,a,1,5,3,4,2,1,3,1,2,1,1,2,1,1,1,3,A,a,1,0,7,1,9,1,6,3,3,1,3,3,2,5,2,3,3,1,2,1,3,2,5,3,61
study3,69,20160430,7b8e7eb07195c80ad8557630964f01cc,04/30/2016 8:56,04/30/2016 9:10,14,Keep,GB,547f3d8cd821ce2605e6b96dfca3b70c585ffac69d8bb4b55803389794bc2732,5,Age 55-64,3,55_and_over,Male,UKIP,Leave,a,3,4,2,5,5,2,3,5,5,5,5,1,3,1,1,5,A,b,2,1,3,3,7,7,7,2,8,5,2,7,3,7,3,7,2,2,8,1,2,1,4,5,90
study3,70,20160430,53ef8099d97c0688c05681749b439641,04/30/2016 9:01,04/30/2016 9:10,9,Keep,GB,fcaaa9af6942dffe58bded96515664d2e196f4ac845e939cbbf234928171ef4a,5,Age 55-64,3,55_and_over,Male,UKIP,Leave,a,1,5,5,5,5,4,5,5,5,5,5,5,2,1,2,5,A,b,2,1,6,1,1,1,5,1,7,1,1,9,1,5,5,6,3,2,9,1,4,1,1,3,67
study3,71,20160430,62de18d4cfc171b0d4bc02fc226b7486,04/30/2016 9:03,04/30/2016 9:14,11,Keep,GB,0ce10eb73651d55b7a5e7d9a806684ef7a626d1eb3abdda7b16e63d635eb27a4,2,Age 25-34,1,18_to_34,Male,Green,Leave,a,1,2,3,4,4,2,5,3,4,4,4,2,3,1,1,3,A,b,2,1,2,1,8,1,2,2,2,7,2,3,1,3,2,2,2,2,2,1,2,1,1,2,48
study3,72,20160430,6f1275904cc767eb9dd2d3f5ca90b795,04/30/2016 9:08,04/30/2016 9:15,7,Keep,GB,5a4530c80141c122822bb20abb9e1eb4d3306f9b002df4564f5efdf5a17977f9,5,Age 55-64,3,55_and_over,Male,UKIP,Leave,a,4,4,5,5,5,5,5,3,5,5,5,5,1,1,2,5,A,b,2,1,1,1,2,1,2,5,9,2,2,9,1,6,2,8,3,3,8,1,5,1,1,5,76
study3,73,20160430,56c8706d0e78d9a72d417cce066bc9d0,04/30/2016 9:05,04/30/2016 9:16,11,Keep,GB,f390706940924c94ff09baa3f76fdbef0cd4c75c9f9523c711c803754c14d766,5,Age 55-64,3,55_and_over,Female,UKIP,Leave,a,4,3,5,5,5,5,5,5,5,5,5,4,5,1,4,4,B,a,1,0,1,1,3,3,1,1,9,9,5,5,1,7,1,7,3,3,5,1,7,1,6,1,79
study3,74,20160430,c604080794064ba2c034452a5fb447a9,04/30/2016 9:18,04/30/2016 9:29,11,Keep,GB,a26b7cec0c6e463c9d77e0210fc21b8696b1aaa456da0cb2cdcfd52bc88b177c,1,Age 18-24,1,18_to_34,Male,Labour,Remain,a,3,1,1,3,1,1,1,1,1,3,1,1,1,3,1,2,A,a,1,0,6,1,9,1,4,1,1,1,1,2,1,3,1,3,2,1,1,1,1,1,5,2,42
study3,75,20160430,8d627d0f46501651957284bfe89296f3,04/30/2016 9:20,04/30/2016 9:29,9,Keep,GB,e2a7319e148340f118c562d7790fbae35e5154bd3e559ce8d6f712f99d1a0b7c,6,Age 65+,3,55_and_over,Male,UKIP,Leave,a,1,1,5,5,5,2,5,4,5,5,5,2,5,2,2,4,B,b,2,1,3,1,6,1,1,1,4,1,3,4,3,6,2,3,2,1,4,9,3,3,3,4,64
study3,76,20160430,2f05195ec6e75e1306f7550774e92863,04/30/2016 9:24,04/30/2016 9:33,9,Keep,CH,908ca6e51d4e03487b3edb16dd020f2b9e573792d8bbe46f97f9f636262a7496,6,Age 65+,3,55_and_over,Male,UKIP,Leave,a,3,5,4,5,5,5,5,5,5,5,5,4,4,2,4,4,B,a,1,0,6,1,3,6,7,3,9,1,2,4,3,7,3,6,4,1,7,1,6,2,5,7,87
study3,77,20160430,7827a8d2611e23585a0f99d93574d296,04/30/2016 9:35,04/30/2016 9:46,11,Keep,GB,ee28ccbc92cd9c4f290771346f68322abfb6d5bf3ff875f6a0cfd5d3b505608b,4,Age 45-54,2,35_to_54,Male,Con,Remain,a,5,2,2,3,3,1,3,2,4,4,3,1,1,1,1,3,B,b,2,1,4,1,9,1,4,1,5,1,1,6,1,9,5,1,5,9,4,1,5,1,5,5,79
study3,78,20160430,,,04/30/2016 9:56,61186196,Keep,GB,88c05690fd2f207a08c6e35b77d6fc2c4d1abe46aa5d7df96ebe2bb59fcfd44f,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,1,2,2,3,2,1,1,3,3,3,1,1,3,1,1,3,B,b,2,1,3,1,5,1,3,2,3,3,3,5,1,3,1,6,3,1,6,1,2,1,3,3,56
study3,79,20160430,2ede16b8f9fc4890150403d6caad652a,04/30/2016 9:52,04/30/2016 9:58,6,Keep,GB,355dbc3451d7bbd388757578b34f3f241a8e66321018c2b442428fb10317e03c,2,Age 25-34,1,18_to_34,Male,SNP,Leave,a,4,4,5,5,5,4,5,5,5,5,4,3,5,1,3,5,A,a,1,0,3,5,7,1,1,1,2,5,2,1,1,3,4,2,3,1,1,1,1,1,1,2,41
study3,80,20160430,1c1f0a457e6c4ba7683a9fb6859065c5,04/30/2016 9:50,04/30/2016 9:59,9,Keep,GB,bd81ad8611a7fa11cfd3225ee3dd23a2e896ada455ba56962ca87f480493cd7d,4,Age 45-54,2,35_to_54,Male,LibDem,Remain,a,1,1,1,1,1,1,1,3,2,1,5,5,1,4,1,2,B,b,2,1,2,1,5,1,3,2,2,1,1,1,2,5,1,2,1,2,2,1,6,1,2,1,42
study3,81,20160430,ae8606a097c22faf95827a50f2f0975d,04/30/2016 9:58,04/30/2016 10:06,8,Keep,GB,832a6f2ef851797badd96a0206438763e75506db082438b034fff8f2a7e29839,6,Age 65+,3,55_and_over,Male,UKIP,Leave,a,4,3,5,5,5,5,5,5,5,5,5,5,3,1,1,5,B,a,1,0,5,2,1,6,3,3,8,4,1,7,4,7,4,9,4,4,4,2,3,3,6,3,86
study3,82,20160430,422c00e7d5248d28b9e35f2f09643819,04/30/2016 10:09,04/30/2016 10:18,9,Keep,GB,3433727402f361b7230a512dd059a6e35b3e3dbab1f7fd6db6fe7df991a42112,3,Age 35-44,2,35_to_54,Male,UKIP,Leave,e,3,2,3,4,5,3,4,4,5,4,5,4,4,2,2,3,A,a,1,0,4,8,8,2,3,2,3,2,4,4,5,7,4,3,4,3,4,5,4,1,6,4,78
study3,83,20160430,3d6ccfa9433ad0e2d515062a039ca689,04/30/2016 10:14,04/30/2016 10:22,8,Keep,GB,f72d748918e2eda18a568b4c911768a4170b4e5651db441971f3c31db302763c,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,3,2,3,4,4,3,2,4,4,4,3,1,4,1,3,2,A,b,2,1,6,1,8,2,5,2,6,1,3,3,2,6,3,5,3,2,3,2,2,2,5,3,68
study3,84,20160430,ed048cb17126720ef28da1c19cbfdefa,04/30/2016 10:13,04/30/2016 10:23,10,Keep,GB,366c347bb3a0f0dc9607c8dd0ddfecfa158959c5d10aab4752bb32c340732204,1,Age 18-24,1,18_to_34,Male,UKIP,Leave,a,5,1,5,5,5,5,5,5,5,5,5,5,2,1,1,5,B,b,2,1,1,1,5,1,1,1,8,5,6,7,1,9,1,8,2,1,3,1,2,1,5,6,74
study3,85,20160430,cdfda71bd50df021cb8cf1ef9b49cfc0,04/30/2016 10:10,04/30/2016 10:26,16,Keep,GB,99f13742773dae8a5235bbad7c1c26cc9667e63aa9ed64c73dcf60a2e8c1128f,4,Age 45-54,2,35_to_54,Male,Labour,Remain,a,1,2,1,1,4,1,1,1,4,2,1,1,1,1,1,3,B,b,2,1,2,1,9,1,1,1,1,1,1,3,1,2,2,5,3,1,2,1,2,2,2,1,42
study3,86,20160430,1402d3897f72614ea11f956f05e0bbc9,04/30/2016 10:27,04/30/2016 10:34,7,Keep,GB,1f28ed172526a5b531f70a1840d7a268570dc80c40a5b47870447539b7f06f90,4,Age 45-54,2,35_to_54,Male,Con,Remain,a,1,4,4,4,5,1,4,2,5,3,5,1,5,1,1,4,B,b,2,1,5,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,29
study3,87,20160430,c141bb41c112270f0df2e31179ebbed0,04/30/2016 10:24,04/30/2016 10:36,12,Keep,GB,bfcf621ad3dcbc508bc742aa56b17b14ab8161d530e586fe67fb38ba2f34be0f,6,Age 65+,3,55_and_over,Male,Con,Leave,a,5,5,4,5,3,2,4,5,4,4,5,5,5,1,1,4,B,a,1,0,7,1,6,3,6,7,5,1,1,7,1,6,8,5,5,1,6,3,3,4,6,6,90
study3,88,20160430,8c6c4376b754f18bc4e61cc50c956a36,04/30/2016 10:34,04/30/2016 10:45,11,Keep,GB,14743baf2c168125077fdd770c142e08f984c5020dcd036eca07bf7bd4c53b08,6,Age 65+,3,55_and_over,Male,UKIP,Leave,a,1,5,1,5,5,5,5,5,5,5,5,5,5,1,3,2,A,b,2,1,3,1,2,4,1,8,7,1,4,1,1,9,9,9,2,7,5,1,9,2,7,3,92
study3,89,20160430,8c77a567a2a9670e49efd96ab6e856dc,04/30/2016 10:44,04/30/2016 10:55,11,Keep,GB,b3ad021e0955769c9653d45389dd38dd944bbd67bb9012aec5175c1d194484d9,5,Age 55-64,3,55_and_over,Male,LibDem,Remain,a,2,1,1,3,1,1,3,3,1,5,1,3,3,1,1,1,B,b,2,1,2,5,9,1,3,8,1,2,1,3,1,3,2,1,1,1,1,5,1,2,2,2,50
study3,90,20160430,0b008e49170941a136c5d693e93daad7,04/30/2016 10:54,04/30/2016 11:13,19,Keep,GB,641a2ddc35309cef108de455b7f3f035958c373ae021bac34c22c71f34f1785d,5,Age 55-64,3,55_and_over,Female,NoVote,Leave,b,1,4,5,5,5,2,5,5,3,5,2,1,3,1,2,2,B,a,1,0,8,1,7,2,1,1,8,2,2,4,1,4,2,7,3,1,1,1,1,2,3,4,57
study3,91,20160430,c7f7f4485b74409a9c0c4a14bfa86892,04/30/2016 11:15,04/30/2016 11:18,3,Keep,GB,496f313fd359452daeaad4672b3a1aaa8b9b8149d461eae2425e15faf3f49b7b,4,Age 45-54,2,35_to_54,Male,Con,Leave,a,1,5,2,4,5,3,4,4,5,4,3,2,5,2,3,4,B,b,2,1,7,5,5,5,5,4,5,4,2,5,4,7,5,6,4,5,6,4,6,4,5,5,96
study3,92,20160430,a476379a6335b9eeee1d3564bd239315,04/30/2016 11:16,04/30/2016 11:22,6,Keep,GB,4e3ef41ec76dd6622a7c1fb8e3967f253df5b7f9784cbd38913392ca9a299131,4,Age 45-54,2,35_to_54,Male,UKIP,Leave,a,5,3,3,5,5,5,5,5,5,5,3,5,5,1,2,5,A,a,1,0,2,4,4,1,2,1,7,1,3,7,4,8,1,8,5,1,6,1,3,5,2,4,74
study3,93,20160430,66a9d21b6aa5724f3a13cd4753c20f54,04/30/2016 11:18,04/30/2016 11:24,6,Keep,GB,7a463c24920ecc09bb62f6686f3eaf5b1d2abf7326ed8043bc70180851945192,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,1,5,4,3,3,2,3,3,3,1,1,1,1,1,1,1,A,b,2,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
study3,94,20160430,cc5c1abca1d47105195075f524eb213c,04/30/2016 11:30,04/30/2016 11:37,7,Keep,GB,97817831661d495af932409ebc265e085a5117ce40a74f46eb2b8557d4077551,1,Age 18-24,1,18_to_34,Female,Con,Leave,b,2,2,2,4,3,3,2,3,2,5,5,4,2,1,1,4,A,b,2,1,7,1,9,1,5,1,2,5,2,7,1,2,2,7,2,1,7,1,1,1,4,2,63
study3,95,20160430,350581d47e1fdf1e2c671c4f162defb0,04/30/2016 11:37,04/30/2016 11:42,5,Keep,GB,b0fb0c11566d43021ed11089013acc12d360a9c9ab0e030cbe4c299bb1f311d5,3,Age 35-44,2,35_to_54,Male,Con,Remain,a,1,1,1,2,3,3,1,4,2,2,1,2,4,1,1,1,B,a,1,0,4,2,5,1,5,1,6,1,2,4,2,6,4,3,4,1,2,1,6,3,7,7,71
study3,96,20160430,21d54e441d00799ac3d39d430bd10769,04/30/2016 11:41,04/30/2016 11:47,6,Keep,GB,1fa33194a2b2b75ea6f19743dee2eb0af4aefb5c3d90b298df5dcd2d305f004a,5,Age 55-64,3,55_and_over,Male,NoVote,Remain,a,1,4,1,1,3,1,3,2,2,3,3,2,1,1,1,4,A,a,1,0,8,1,2,1,8,2,2,1,1,2,1,7,1,3,1,3,5,1,2,1,5,8,57
study3,97,20160430,415847fa89237278a0bca426f2dc36f5,04/30/2016 11:46,04/30/2016 11:55,9,Keep,GB,e53dbfe16cdd5e321de24ca4bff6050ea0a45efacfecdef1736c4a3323591c77,4,Age 45-54,2,35_to_54,Female,Con,Remain,a,2,3,2,4,2,1,3,2,4,5,1,1,5,1,1,3,B,b,2,1,3,1,9,1,5,1,3,7,3,2,1,7,1,5,1,1,1,1,5,4,2,3,63
study3,98,20160430,612b36c771c79b8a8a346ff2cb62b0cd,04/30/2016 12:02,04/30/2016 12:08,6,Keep,GB,f85ca3a132121ba3f257bf933d87016dc7a221934443c353304af7f04ce6951e,2,Age 25-34,1,18_to_34,Male,SNP,Leave,a,4,5,5,5,3,5,3,5,5,5,5,5,3,1,5,5,A,b,2,1,1,1,9,1,5,1,4,5,1,9,1,9,9,9,1,9,1,1,1,1,5,5,87
study3,99,20160430,ec43d4d211e922fdbc11fbc3c61fdcfb,04/30/2016 12:08,04/30/2016 12:17,9,Keep,GB,32776cc3df70ddf4f4bea0989f1b045d75265176331bba61967729ab293c1f78,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,1,1,1,2,3,1,1,2,2,1,2,5,3,1,1,2,B,a,1,0,1,1,9,1,1,5,5,2,2,1,3,2,1,2,2,1,2,1,1,2,1,1,45
study3,100,20160430,fa5e13aaf6c2526fb054a1ab5d3c76e1,04/30/2016 12:25,04/30/2016 12:30,5,Keep,NL,16651f550ce90d49f5e3629963d14a6ebc675532deb99566baeff8097e763bae,4,Age 45-54,2,35_to_54,Female,Labour,Leave,a,3,5,5,5,4,2,5,4,5,4,2,1,4,1,1,4,A,a,1,0,3,1,9,1,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,33
study3,101,20160430,cfdba68d42eb82406cbbb9a4abf93f9c,04/30/2016 12:30,04/30/2016 12:36,6,Keep,GB,6e5028533e33104f91d9bd21f1b96ba6b9faa08a5303a3b23f50da0cafd1f515,4,Age 45-54,2,35_to_54,Male,Labour,Remain,a,5,5,1,2,4,1,2,1,4,3,2,1,1,1,1,2,A,b,2,1,2,1,9,1,2,3,2,5,2,2,2,1,2,1,2,3,2,1,1,4,5,1,51
study3,102,20160430,3dadd41e46900454155492094ac74235,04/30/2016 12:42,04/30/2016 12:50,8,Keep,GB,59b072b3e246c0904e82abe4b5fc2be2a7ab26994ef22aab368c27b73e1fd4c1,4,Age 45-54,2,35_to_54,Male,Con,Leave,a,3,5,3,3,4,2,3,4,5,4,5,2,4,2,2,4,A,b,2,1,6,1,9,1,8,2,6,1,2,8,1,8,3,4,8,1,9,1,7,1,2,8,90
study3,103,20160430,6553f2cadd8d6fdfe8d423376f7bef74,04/30/2016 12:57,04/30/2016 12:58,1,Remove,GB,6e5028533e33104f91d9bd21f1b96ba6b9faa08a5303a3b23f50da0cafd1f515,4,Age 45-54,2,35_to_54,Male,Labour,Remain,a,5,5,1,2,4,1,2,1,4,3,2,1,1,1,1,2,B,b,2,1,1,1,9,1,5,2,1,3,1,1,2,1,1,1,1,1,1,1,1,2,3,1,39
study3,104,20160430,38ed3bde11e9622c6bf97675f07e66d3,04/30/2016 12:58,04/30/2016 12:59,1,Remove,GB,6e5028533e33104f91d9bd21f1b96ba6b9faa08a5303a3b23f50da0cafd1f515,4,Age 45-54,2,35_to_54,Male,Labour,Remain,a,5,5,1,2,4,1,2,1,4,3,2,1,1,1,1,2,A,b,2,1,1,1,9,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,30
study3,105,20160430,5e78ec0817cdeed78df63ebecf8adfe9,04/30/2016 12:54,04/30/2016 12:59,5,Keep,GB,c5abf16d0947e19bb20b0362aac943b97f9d75529f64710d38cba4159c1bc6f6,3,Age 35-44,2,35_to_54,Male,Labour,Remain,a,3,5,3,4,2,3,1,4,5,5,1,5,1,1,1,3,B,b,2,1,6,1,1,1,1,1,2,1,1,3,1,6,1,5,1,1,8,1,7,1,1,8,52
study3,106,20160430,f4799c4f3a89c2bd4beb9d51005cb90b,04/30/2016 13:00,04/30/2016 13:05,5,Keep,NL,0e589656394cf50a0089e1bc7a08104c08f21717ca55caaa724875c13cd6ca34,5,Age 55-64,3,55_and_over,Male,UKIP,Leave,a,1,5,5,5,5,1,5,5,5,5,1,5,5,1,1,5,A,b,2,1,1,1,9,3,1,1,1,7,1,6,9,1,1,1,1,1,9,1,1,1,3,1,59
study3,107,20160430,16db1df9f3ee8747f1ed74f4471889e7,04/30/2016 12:58,04/30/2016 13:07,9,Keep,GB,0170b7876f4c16de768f2b7a12ed0ec20256350fca5f30ca575dce4072e78756,6,Age 65+,3,55_and_over,Male,Labour,Remain,a,3,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,A,b,2,1,1,1,9,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,1,7,1,39
study3,108,20160430,c3083950e7c08cea3b650ba357744864,04/30/2016 13:04,04/30/2016 13:10,6,Keep,GB,f5d3b1f28b5a7784fde8fa50d0cbe82f8310fe5eb02537ef834affa1d33b3ca7,4,Age 45-54,2,35_to_54,Male,LibDem,Remain,a,1,2,1,2,3,2,2,4,3,1,1,2,3,1,2,3,B,b,2,1,5,1,9,1,3,4,2,2,2,2,3,4,3,2,5,1,1,1,2,4,3,2,56
study3,109,20160430,bd80f45ac57c5098a29f635c6eef97db,04/30/2016 13:00,04/30/2016 13:11,11,Keep,GB,e65b7ba8518b3111bf6600cc4428140f09c538a32490c27376139cbe7a626938,4,Age 45-54,2,35_to_54,Male,LibDem,Leave,a,5,5,1,5,5,2,5,1,5,5,5,1,1,1,1,3,B,b,2,1,1,1,9,1,1,1,1,1,9,1,1,1,5,9,8,1,1,1,5,1,1,1,59
study3,110,20160430,343ec1aa99a27bb8dde696c1fb68efbf,04/30/2016 13:17,04/30/2016 13:23,6,Keep,GB,88c95a3efbce4e6d57f7ccc922d1b923142af8415087a2b896ff37246d7c71da,1,Age 18-24,1,18_to_34,Male,Con,Leave,a,1,5,2,4,5,5,4,5,5,5,1,2,2,1,2,4,A,a,1,0,3,6,1,8,6,2,8,6,4,8,5,8,8,8,8,1,8,7,7,4,9,7,123
study3,111,20160430,dd581dd0f8cdadd748cd8ac3b8e4b438,04/30/2016 13:20,04/30/2016 13:27,7,Keep,GB,33811765adc325d135a9ebea092c09105593ca1b35d097ad2d3f384ff80e2bdc,4,Age 45-54,2,35_to_54,Male,Labour,Remain,a,1,1,1,1,4,1,1,3,4,2,1,1,1,1,1,1,B,a,1,0,4,1,8,2,2,1,1,1,2,2,2,5,1,7,1,1,3,1,5,1,2,1,49
study3,112,20160430,255dcb39369c343c42c4c06f3771208e,04/30/2016 13:21,04/30/2016 13:30,9,Keep,GB,8243b8792d21507d007b0330f19f326f7e1855d9828a49c36cb3be2f6289dc52,5,Age 55-64,3,55_and_over,Female,Con,Leave,a,4,2,4,5,5,2,5,4,5,3,5,2,3,1,1,5,B,a,1,0,2,1,7,1,2,1,4,1,1,5,3,7,3,5,3,4,4,1,4,1,1,2,60
study3,113,20160430,bcecb38b706e68356613521dbb40156a,04/30/2016 13:42,04/30/2016 13:52,10,Keep,GB,687c325f667500302063ec4db126b9165088c4fe355b3cda9fabb1a3c304d5b5,5,Age 55-64,3,55_and_over,Male,Con,Leave,a,5,3,5,5,5,5,5,5,5,4,5,1,4,1,4,4,B,b,2,1,8,9,2,9,8,6,9,1,7,9,8,8,7,8,9,5,9,7,7,4,8,9,140
study3,114,20160430,c07e596bfa502f4e29f53b88c47f1922,04/30/2016 14:04,04/30/2016 14:11,7,Keep,GB,7cb452fabd0202e1fd35a055245aec0b16f700ea467e353c41298629287f63a7,2,Age 25-34,1,18_to_34,Female,Labour,Remain,a,1,5,3,3,3,3,3,2,3,2,2,2,3,1,2,3,B,b,2,1,3,1,6,1,3,1,3,5,4,4,3,2,2,5,4,1,3,1,4,3,2,3,60
study3,115,20160430,34a1a9bbd342b1b77e8490b396a4ce19,04/30/2016 14:12,04/30/2016 14:18,6,Keep,GB,0a6eda6fcae9bee1c5754c06fa5d66e2aaddae180312dc31b8753d7e7b945480,4,Age 45-54,2,35_to_54,Male,Labour,Remain,a,1,4,1,3,1,2,2,2,5,1,5,1,2,1,1,1,A,b,2,1,4,3,9,1,4,1,3,2,3,3,1,3,2,3,2,1,1,1,1,1,1,2,45
study3,116,20160430,3e8889fb494185f7bb66c303930edf31,04/30/2016 13:45,04/30/2016 14:30,45,Keep,GB,fd7bbdad4efca8a6f92e5ab7c4a4a50cdfcd60ce050948f6cccbb619a3fdf51c,4,Age 45-54,2,35_to_54,Female,LibDem,Remain,a,3,5,1,2,2,4,1,5,2,4,1,5,4,1,4,4,A,a,1,0,4,1,3,7,7,2,7,2,2,7,2,6,2,8,3,1,8,1,7,2,2,7,86
study3,117,20160430,6132eea23b2f601d45989331edefabc6,04/30/2016 14:53,04/30/2016 15:03,10,Keep,GB,24ab6c0609dabe050e543712c47bb75509a203232fc71fa643eaa0709bd9fc31,6,Age 65+,3,55_and_over,Male,Labour,Remain,a,1,2,1,2,2,1,1,2,4,2,2,2,2,2,2,2,A,b,2,1,3,1,9,1,2,1,2,1,3,1,2,3,1,2,2,2,1,1,2,2,2,2,42
study3,118,20160430,2632bf2a97ae0e9072246ef23de066ff,04/30/2016 15:02,04/30/2016 15:06,4,Keep,US,57ac4b504d3e605952be122f2b32e9f22d38d7aff35df7f1d539c613c337693b,4,Age 45-54,2,35_to_54,Male,Con,Remain,a,4,3,1,1,3,1,1,1,4,2,1,3,3,3,1,2,B,b,2,1,4,1,9,1,3,1,1,9,1,1,1,3,1,3,1,1,1,1,3,1,1,1,44
study3,119,20160430,9bd7c90be08969831c2c6476e4abbd16,04/30/2016 14:44,04/30/2016 15:08,24,Keep,GB,4d0b486f3c6230a3cbb76665ffa4d717c83493c4413232c4c015f505ab8979a4,6,Age 65+,3,55_and_over,Female,Con,Spoil,a,5,1,2,4,4,1,5,5,3,5,1,5,1,1,1,2,B,a,1,0,2,2,7,1,8,1,6,1,1,7,1,3,1,6,4,4,9,1,1,1,1,1,65
study3,120,20160430,c1ead2bc55a16014352c09a88c90b697,04/30/2016 15:03,04/30/2016 15:08,5,Keep,GB,c70d21e6f6c409a28347dd560ea95ecc60505d1dd148e8e1eab3b7acef1ab9b4,3,Age 35-44,2,35_to_54,Male,LibDem,Remain,a,1,2,3,3,4,4,3,3,4,2,4,1,2,1,1,3,A,a,1,0,1,1,9,1,1,1,1,1,1,1,1,5,3,1,3,1,1,1,1,1,1,1,36
study3,121,20160430,1abda2f42c0cc89893c7fb30f4f66fed,04/30/2016 15:00,04/30/2016 15:12,12,Keep,GB,ec6d23379c3d5e81a163f7246a5e4412ae9cc60e1367808f3c51dd8b5b6cd316,4,Age 45-54,2,35_to_54,Male,Labour,Leave,a,5,3,5,4,4,3,5,4,5,5,5,1,4,1,3,4,A,a,1,0,3,1,5,3,4,7,9,1,9,7,2,1,3,7,8,6,7,5,5,3,7,6,105
study3,122,20160430,3167642ae494d9a50f2298effac189df,04/30/2016 15:14,04/30/2016 15:23,9,Keep,GB,a65303005655007254525064f05a3acde42e59693e2c3981f954ff301a03f170,5,Age 55-64,3,55_and_over,Male,LibDem,Leave,a,4,3,3,3,5,4,4,3,5,4,5,1,5,1,2,2,A,a,1,0,3,3,7,5,3,5,5,3,1,3,1,5,5,2,2,1,3,1,3,1,5,1,62
